Caste,subcastes,source
MALA,"['NETKANI', 'MALA JANGAM', 'ZALA', 'MALA HANNAI', 'MALA', 'JHOLA', 'VANGAM', 'MALA AYAWARU', 'DASARI', 'MALA DASU', 'JHALA', 'TELAGA', 'MALA DASARI', 'MALA SALE', 'MALHA', 'MALA MASTI', 'MALA SANYASI', 'SAKI', 'MANGAM', 'MALO']",MF_JEEVANSATHI
MALADASU,['MALADASU'],GOV
MALAGAR,"['MALAGAR', 'MALGAR']",MF
MALAI ARAYAN,['MALAI ARAYAN'],GOV
MALAI PANDARAM,['MALAI PANDARAM'],GOV
MALAI VEDAN,['MALAI VEDAN'],GOV
MALAIKUDI,['MALAIKUDI'],GOV
MALAJANGAM,['MALAJANGAM'],GOV
MALAKAR,"['PHULAKATAMALI', 'MALAKAR']",MF
MALAKKURAVAN,['MALAKKURAVAN'],GOV
MALAR,['MALAR'],GOV
MALASAR,"['MALASAR', 'MAHA MALASAR', 'MALASAR TRIBE']",GOV
MALAYA,['MALAYA'],GOV
MALAYAN,"['MALAYARAYAR', 'MALAYAN', 'MALAYAR']",GOV
MALAYEKANDI,['MALAYEKANDI'],GOV
MALDHARI,"['RABARI', 'MALDHARI', 'KHOLI']",MF
MALE,['MALE'],GOV
MALERU,['MALERU'],GOV
MALEYALI,"['MALEYALI', 'IDIGA']",MF
MALGAR,['MALGAR'],MF
MALHAR KOLI,['MALHAR KOLI'],GOV
MALI,"['PHULIA', 'BHOI', 'PACHKALSHI', 'PATHARES', 'KUNJRA', 'PHULKATA', 'BAGWAN', 'THAKUR', 'SAGBARIA', 'ZADE', 'KACH MALI', 'SAGARWANSHI-MALI', 'NAYAK', 'RAYEE', 'JIRE MALI', 'KOL', 'PANDARA MALI', 'MALIS', 'PHULAKATAMALI', 'MALI', 'RAYEEN', 'SOUTHIA', 'SAINI', 'BHAJEMALI', 'MARAR', 'KOSARE', 'MALAKAR', 'FOOL MALI', 'KACHCHI', 'BAGHBAN', 'MARATHI MALI', 'BHAGAT', 'DOKANIMALI', 'GAMETIA', 'SOMVANSHI KSHATRIS', 'PHULMALI', 'SUTARS', 'MALI SAINI', 'MUNI', 'CHAUKALSHIS', 'BAGBAN', 'RAULA', 'SUKULKARA', 'VADVALS']",MF_JEEVANSATHI
MALIS,"['KORCHIA MALIS', 'MALIS', 'PAIDO MALIS', 'PODDA MALIS']",GOV
MALLAH,"['KEWAT MURAWARI', 'MACHHERA', 'MAHALDAR', 'MALLAH', 'MACHI']",MF_SHADI_JEEVANSATHI
MALO,['MALO'],MF
MALPAHARIYA,"['MALPAHARIYA', 'MALPATHARIA']",GOV
MALWANA,['MALWANA'],MF
MAN,['MAN'],GOV
MANA,"['GADILOHAR', 'NARNAVRE', 'MANKAR', 'MANA']",MF
MANBHAV,['MANBHAV'],GOV
MANDAL,"['RAUT', 'MANDAL']",MF
MANDI,"['MANDI', 'HANDI']",MF
MANDIGA,['MANDIGA'],MF
MANDULA,['MANDULA'],MF
MANGALI,"['MANGALI', 'REDDY', 'KONDA', 'MANGALA']",MF
MANGELA,['MANGELA'],GOV
MANGER,"['MANGAN', 'MANGAR', 'MANGER']",GOV
MANIHAR,"['KACHER', 'QULANDAR', 'LAKHER', 'MANIHAR', 'SIDDIQUI', 'CHURIHAR', 'LAKHERA']",MF
MANIPURI,['MANIPURI'],JEEVANSATHI
MANKAR,"['NIHAL', 'MANTHAKUR', 'MANKAR', 'SAITEY']",MF
MANKIRDIA,"['MANKIRDIA', 'MANKIDI', 'MANKI']",GOV
MANNA DHORA,['MANNA DHORA'],GOV
MANNADIYAR,"['MANNADIYAR', 'THARAKAN']",MF
MANNAN,"['PERUMANNAN', 'MANNAN', 'PATHIYAN', 'VELAN', 'VANNAN']",MF_JEEVANSATHI
MANNE,['MANNE'],MF
MANYAKARAN,"['MANIAKARAN', 'MANYAAR', 'MANYAKARAN']",MF
MAO,['MAO'],GOV
MAPPILA,"['MUJAHID', 'MAPPILA', 'MAPPILLA', 'ASSARI', 'MAPILLA']",GOV
MAPTHAN,['MAPTHAN'],MF
MARAHOVI,"['GANGEMATA', 'MARAHOVI']",MF
MARAM,['MARAM'],GOV
MARAR,"['PATEL', 'MARAR']",MF
MARATHA,"['ARAERTHA', 'KUNBI', 'ARER', 'ADAYR', 'RATHOD', 'KIHYATA', 'MALI', 'SHIVAJI', 'KARADIYA', 'KSHATRIYA', 'MARATHA', 'BAILKAMBER', 'SHEGAR', 'SHIVAJIYA', 'GOLLA', 'SIMPI', 'MARATI', 'CHATURTH']",MF_SHADI_JEEVANSATHI
MARATI,"['MARATI', 'MARATHI']",GOV
MARAVAN,"['MARAVAR', 'MARAYAN MARAVAN', 'MARAVAN']",GOV
MARCHHA,['MARCHHA'],GOV
MARIA,['MARIA'],GOV
MARIJA,"['MARECHA', 'MARIJA']",GOV
MARING,['MARING'],GOV
MARIVALA,"['MARIVALA', 'AGASA']",MF
MARKANDE,['MARKANDE'],GOV
MARTA,['MARTA'],GOV
MARUTHUVAR,"['MARUTHUVAR', 'PARIYARI', 'VELAKKATTALAVAR', 'NAVITHAR', 'VELAKKATTALANAIR', 'NAVITHAN', 'SEMBADAVAR', 'PRONOPAKARI', 'AMBATTAN', 'PANDITHAR', 'NAYEE BRAHMIN', 'MANGALI', 'MANGALA']",MF_SHADI_JEEVANSATHI
MARVE,['MARVE'],MF
MARWADI,['MARWADI'],MF
MARWAR BAORI,['MARWAR BAORI'],GOV
MARYALI,['MARYALI'],MF
MASANIAYOGI,['MASANIAYOGI'],GOV
MASANJOGI,"['SHARADAKAR', 'MAPANJOGI', 'BALASANTU', 'SHARDAKAR', 'SHARDAKAL', 'SUDGADSIDDHA', 'MASANJOGI']",GOV
MASHIM,"['MASHIM', 'GILL', 'JITE']",MF
MASHTI,['MASHTI'],GOV
MASSEY,['MASSEY'],MF
MASTHI,['MASTHI'],GOV
MATANG,"['SHEGAR', 'MATANG', 'MATANGI']",MF_SHADI_JEEVANSATHI
MATHURA,['MATHURA'],GOV
MATWA,"['GAVLI', 'MATWA', 'MATWA-KURESHI']",GOV
MATYA,['MATYA'],GOV
MAUJAGAR,['MAUJAGAR'],GOV
MAULIK,['MAULIK'],GOV
MAUNE,['MAUNE'],GOV
MAURIARI,"['MAURIARO', 'MAURIARI', 'MAURIARA']",GOV
MAURIARO,"['MAURIARO', 'MAURIARA']",GOV
MAVADI,['MAVADI'],MF
MAVI,"['POWAR', 'MAVI']",MF
MAVILAN,['MAVILAN'],GOV
MAWASI,['MAWASI'],GOV
MAYKA,['MAYKA'],MF
MAYRA,"['MAYRA', 'MODAK', 'KOTAL', 'MAYRA MODAK']",MF
MAZHABI,"['MAZHABI SIKH', 'MAZHABI']",MF
ME,"['META', 'ME']",GOV
MECH,['MECH'],GOV
MEDAR,"['MEDAR', 'MADIGA', 'SWETAMBAR', 'MEDARI', 'MEDARA', 'MAHENDRA', 'MEDA']",MF
MEENA,"['MOTHI', 'MEENA']",MF_JEEVANSATHI
MEENAVAR,"['PERIYA PATTINAVAR', 'NATTAR', 'MUSALI', 'PARVATHARAJAKULAM', 'PARVATHARAJAKULAM PATTINAVAR', 'FERNANDO', 'CHINNA PATTINAVAR', 'AGNIKULAKSHATRIYA', 'MUKKUVAN', 'SEMBADAVAR', 'PARAVAR', 'MEENAVAR', 'VADABALIJA', 'PATTANAVAR']",MF_JEEVANSATHI
MEGH,"['MENGHVAR', 'MEGHWAL', 'MEGHVAL', 'KABIRPANTHI', 'MEGH']",GOV
MEGHVAL,"['MENGHVAR', 'MEGHWAL', 'MEGHVAL']",GOV
MEHAR,['MEHAR'],MF
MEHRA,"['JEER', 'MAHAR', 'MEHRA']",MF_JEEVANSATHI
MEHTAR,"['MEHTAR', 'JADI', 'HADI', 'HALALKHOR', 'LALBEGI', 'BHANGI']",MF_JEEVANSATHI
MEITEI,"['MEETEI', 'MEITEI', 'MEITEI PANGAL']",GOV
MEMAR,"['RAJ', 'MEMAR']",GOV
MENA,['MENA'],GOV
MENON,['MENON'],SHADI_JEEVANSATHI
MEO,"['GORWAL', 'MEO', 'DAHUGAL']",MF
MER,['MER'],MF
MERASI,"['MERASI', 'MIRASI']",GOV
MERU,"['MER', 'MERU']",JEEVANSATHI
METE,"['METE', 'DARATIA']",MF
METHAR,"['METHAR', 'MATHAR']",MF
MEV,['MEV'],GOV
MEWATI,"['MEO', 'MEWATI']",GOV
MIKIR,['MIKIR'],GOV
MINA,"['MINA', 'MEENA']",GOV
MINIRAMANU,['MINIRAMANU'],MF
MINKA,['MINKA'],GOV
MIR,"['LANGHA', 'DHADHI', 'MIRASI', 'MIR']",GOV
MIRASI,"['MIRASI', 'ABBAL', 'DHADI']",MF
MIRDHA,"['MIRDHAR', 'MIRDHAS', 'MIRDHA']",GOV
MIRGAN,['MIRGAN'],GOV
MIRI,['MIRI'],GOV
MIRIASIN,['MIRIASIN'],GOV
MIRSHIKAR,['MIRSHIKAR'],GOV
MIRZA,['MIRZA'],MF
MISHMI,['MISHMI'],GOV
MISTRI,"['VARU', 'PANESAR', 'GURJAR', 'GUJJAR', 'MISTRI', 'SUTHAR']",MF
MITHA,"['MITHA', 'MITHA AYYALVAR']",GOV
MITNA,['MITNA'],GOV
MIYANA,"['MIANA', 'MIYANA']",GOV
MIZO,"['HMAR', 'MIZO']",GOV
MOCHI,"['ORIYAMUNDA', 'MOCHI', 'MITHAR', 'MIHTAR', 'KARAYA']",MF_JEEVANSATHI
MODAK,"['MODAK', 'MOIRA']",MF_JEEVANSATHI
MODIGA,"['MODIKAR', 'MODIKARA', 'MODIGA']",GOV
MODUGU,['MODUGU'],MF
MOGER,['MOGER'],GOV
MOGHIA,"['MOGHIA', 'MOGIA']",GOV
MOHALI,['MOHALI'],GOV
MOIRA,"['MODAK', 'MOIRA', 'PURABIYA', 'KOTAL']",MF
MOMBA,['MOMBA'],GOV
MON,['MON'],GOV
MONDEPATTA,"['MONDEPATTA MONDIPATTA', 'MONDEPATTA']",GOV
MONDIVARU,"['BANDA', 'MONDIBANDA', 'MONDIVARU MONDIBANDA BANDA', 'MONDIVARU']",GOV
MONGER,['MONGER'],GOV
MOOPPAN,"['MOOPAR', 'KALLAN MOOPPAR', 'VADAYAR', 'MOOPNAR', 'MOOPPAN', 'AMBALAHAR', 'KALLAN MOOPPAN', 'VALAYAR']",GOV
MOOSARI,['MOOSARI'],MF
MOOTHAN,['MOOTHAN'],MF
MOPLAS,['MOPLAS'],GOV
MORAN,"['MORAN', 'MATAK']",GOV
MOTHALIAR,"['MOTHALIAR', 'KERALAMUYTHALI YAR', 'NAIDU', 'KERALAMUTHALI', 'SENGUNTHAMUDALIYAR', 'SANGUNTHAN', 'KAIGONAR', 'KARKALA', 'BENGUTHEN', 'ASARI']",MF
MOUNDADAN CHETTY,['MOUNDADAN CHETTY'],GOV
MOWAR,['MOWAR'],GOV
MRAN,"['MRAN', 'JULAHA']",MF
MUBBANAR,"['KALLAR', 'MUBBANAR']",MF
MUDALIAR,"['MUDALIYAR', 'KAIKOLAN', 'SOLIYA', 'SENGUNDAR', 'KERALA MUDALI', 'THONDI', 'MUDALIAR', 'SANGUNTHAN', 'MUDALIYA R', 'MUDALI', 'THONDIMANDALA', 'KAICOOLY']",SHADI_JEEVANSATHI
MUDHAR,['MUDHAR'],GOV
MUDI,"['MUDI', 'BOAR']",MF
MUDIRAJ,"['MUDIRAJ', 'MUTRASI', 'MUTRASI TENUGOLLU', 'TENUGOLLU']",JEEVANSATHI
MUELLU,"['MUELLU', 'TELI']",MF
MUJAWAR,['MUJAWAR'],GOV
MUKHA DHORA,"['MUKHA DHORA', 'MUKHADORA- MOKKA DHORA', 'NOOKA DHORA']",GOV
MUKHARI,"['MUKHARI', 'MOOVARI']",GOV
MUKHI,['MUKHI'],GOV
MUKKULATHOR,"['MARAVAR', 'AGAMUDAYA', 'KALLAR', 'MUKKULATHOR', 'DEVAR']",GOV
MUKRI,['MUKRI'],GOV
MULANA,"['MULANA', 'MULANI', 'MULANE']",GOV
MULIYA,['MULIYA'],GOV
MUNDA,"['MUNDA MAHALIS', 'ORIYAMUNDA', 'MUNDA', 'KOLA', 'MUNDA LOHARA', 'KOL', 'ORAONMUNDA', 'KOLMUNDA']",MF
MUNDALA,['MUNDALA'],GOV
MUNDAPOTTA,['MUNDAPOTTA'],GOV
MUNDARI,['MUNDARI'],GOV
MUNIYA,"['MUNIYA', 'BHOJPURIYA']",MF
MUNNEWAR,"['MUNNURWAR', 'MUNNUR', 'TELGU MUNNUR', 'TELGU PHULMALI', 'MUNNARWAD', 'MUNNURWAR TELGU', 'TELGU KAPEWAR', 'MUNNEWAR']",GOV
MUNNURUKAPU,['MUNNURUKAPU'],GOV
MUPPAN,"['MUPPAR', 'VALAYAR', 'KALLAR', 'MUPPAN']",MF
MURAO,"['MURAO', 'MURAI', 'MURAI MAURYA', 'MAURYA']",GOV
MURIA,['MURIA'],GOV
MURMU,"['BITAL', 'MURMU', 'HANDI']",MF
MURRARI,['MURRARI'],GOV
MUSAHAR,"['RISHI', 'BHUIAN', 'MUSAHAR']",MF
MUSHAR,['MUSHAR'],MF
MUTHIRAYAR,"['MUTHARAIYAR', 'MUTTIRIYAR', 'MUTHURAJA', 'MUTHURACHA', 'MUTHIRIYAR', 'AMBALAM', 'SANGUNTHAN', 'MUTHIRIAR', 'MUTHIRAYAR']",GOV
MUTHRASI,"['MAGURUPUVATI', 'MOGILI', 'PADGAWADU', 'PALA', 'MUTHRASI', 'ACHHNTALA', 'KANAGA', 'PALFAGUN']",MF
MUTHUNARAYANA,['MUTHUNARAYANA'],MF
MUTHUVAN,"['MUDUGAR', 'MUTHUVAN', 'MUDUVAN']",GOV
MUTLAKAMPATTI,['MUTLAKAMPATTI'],GOV
NADAR,"['MARAMA', 'SENAR', 'VAGAI', 'HINDU', 'PALLAR', 'MARAMERI', 'KAMRAJ', 'SACUAR', 'MARAMERINADAR', 'LATTUAN', 'TENNAI', 'MARAVAR', 'CHANAR', 'MARAMERINAIKAR', 'NAYAKKAR', 'MARAMYNAR', 'SHANAR', 'ASARI', 'SUNDAR', 'SAANAN', 'GRAMANI', 'PANANARAYANARAYER', 'SANAR', 'HINDUNADAR', 'NADAR']",MF_SHADI_JEEVANSATHI
NADAVAR,['NADAVAR'],MF
NADDAF,"['BEHNA', 'NADDAF', 'KADERE', 'DHUNIA', 'KANDERE', 'MANSOORI', 'PINJARA']",GOV
NADIA,"['NADIA', 'HADI']",GOV
NADORA,"['NADORA', 'NADAVA', 'NADOR', 'TORKE NADOR', 'UPA NADAVUAR', 'UPPUNADOR UPANADOR', 'NADAVAR']",GOV
NAGA,['NAGA'],GOV
NAGAR,['NAGAR'],SHADI
NAGARALU,['NAGARALU'],JEEVANSATHI
NAGARAM,"['NAGARATHAR', 'NAGARAM']",GOV
NAGARCHI,"['SATNAMI', 'NAGARCHI', 'SONWALI']",MF
NAGASIA,['NAGASIA'],GOV
NAGAVADDILU,['NAGAVADDILU'],GOV
NAGAVASAM,['NAGAVASAM'],GOV
NAGBANSI,['NAGBANSI'],GOV
NAGESIA,"['NAGASIA', 'NAGESIA']",GOV
NAHAR,['NAHAR'],GOV
NAI,"['SIDHU', 'SEMAR', 'NABHIK', 'BARI', 'BEHADIYR', 'SRIWAS', 'THAKUR', 'SAIN', 'ZADE', 'BALI', 'BARBER', 'SEN', 'HADAPAD', 'VALAND', 'BRAHAI', 'GANGOTIYA', 'NAI', 'KANSHI', 'RAJAURIYA', 'NAVLIGA', 'KALSERU', 'DHANKAR', 'HARDWARIYA', 'PUNDIR', 'RATHORE', 'SALMANI', 'DIWAKAR', 'HAJAM', 'YADAV', 'SAINI', 'SRI', 'MAHALO', 'MAHAJAN', 'PANGHAL', 'DUTTA', 'DHANKA', 'NAPIT', 'KHAWASI', 'NAIYA', 'KELE', 'NAVI', 'DHAMA', 'NAVHI', 'SAINBAKHT', 'VERMA', 'BEN', 'PAGADE', 'HAJJAM', 'BAID NAI', 'PHUMAN', 'NHAVI', 'KALRI', 'SHARMA', 'MHALI', 'CHANDRAWAL']",MF_SHADI_JEEVANSATHI
NAICKER,"['NAIKKAN', 'NAICKER', 'KANNAR', 'THOTTI', 'KAVADI']",MF_JEEVANSATHI
NAIDU,"['CHERUAI', 'GAVAR', 'KEVARA', 'YAGILI', 'KAMALAR', 'MUTHIRIYAR', 'VALAYAR', 'MRAAMARS', 'PALLAR', 'SANARNAIDU', 'RAVARA', 'KANVARA', 'VADUGAN', 'CHETTYNAIDU', 'PATTARAJU', 'KAVARA', 'NAIDU', 'JANGAM', 'SANAR', 'PALGINAIDU']",MF_SHADI_JEEVANSATHI
NAIK,"['VILAKITHALA', 'NAIK', 'IDIGA', 'NAMDARI', 'THERI', 'PILLAI', 'VELUTHEDU']",MF
NAIKAR,"['NAIKAR', 'KAVARA', 'MARAMERINAIKAR', 'PADAIYACHI', 'NAIKKAR', 'KAMALAR', 'KADU', 'NAIDU', 'NAYAKKAR', 'VAGAI', 'KURAVAR', 'PALLAR', 'KRISHNANVAGAI', 'SANAR', 'KAMBALATHU', 'MARAMERI']",MF
NAIKDA,"['NAYAKA', 'BEDAR', 'NAIK', 'VALMIKI', 'BEDA', 'NAYAK', 'NAIKDA', 'CHOLIVALA NAYAKA', 'KAPADIA NAYAKA', 'NANA NAYAKA', 'MOTA NAYAKA']",GOV
NAINAR,"['NAINERA', 'NAINAR']",GOV
NAIRY,"['NAIRY', 'NAIRI']",GOV
NAIYA,['NAIYA'],GOV
NAKKAL,['NAKKAL'],GOV
NALAKEYAVA,['NALAKEYAVA'],GOV
NALBAND,"['SAIS', 'NALBAND']",GOV
NALKADAYA,['NALKADAYA'],GOV
NALKI,['NALKI'],GOV
NAMBUDHIRI,"['NAMBER DAR', 'NAMKAR', 'NAMBUDHIRI']",MF
NAMDARI,"['NAIK', 'NAMDHARI PAIK', 'NAMDARI', 'NAMDHARI']",MF
NAMDEV,"['MAHRATTA', 'NAMDEV', 'NAMDEV MARATHA']",MF
NAMSHUDRA,['NAMSHUDRA'],GOV
NANDIWALA,"['NANDIWALE TIRMAL', 'NANDIWALA']",GOV
NANJIL MUDALI,['NANJIL MUDALI'],GOV
NAPIT,"['PARAMANIK', 'BARENDRA', 'NAPIT', 'SHIL', 'PASCHIMRARHI']",MF_JEEVANSATHI
NAQASHI,"['NAQASHI', 'NAQQASHI']",GOV
NAQQAL,['NAQQAL'],GOV
NAR,['NAR'],GOV
NARIBUT,['NARIBUT'],GOV
NARIKORAVAR,"['NARIKURAVAR', 'NARIKORAVAR']",GOV
NASHYA-SEKH,['NASHYA-SEKH'],GOV
NAT,"['NUT', 'NAVDIGAR', 'KALBELIA', 'BAJIGAR', 'NAT-BAJANIA', 'BADI', 'KUBUTAR', 'NATUVA', 'BAJANIA', 'SAPERA', 'NATADA', 'NAT']",MF
NATH,"['SWAMI', 'YOGI', 'NATHYOGI', 'JOGI', 'NATH', 'KOKKAR']",MF
NATHA PANTHI,"['DAURIGOSAYI', 'NATHA PANTHI']",GOV
NATHJOGI,['NATHJOGI'],MF
NATIAR,['NATIAR'],MF
NAVITHAR,"['BARBAR', 'NAVITHAR']",MF
NAYADI,['NAYADI'],GOV
NAYAK,"['NAYADA', 'NAYAKS', 'NAYAKA', 'NAYATA', 'TALWAR', 'RATHOD', 'VALMIKI', 'NAIDU', 'NAYAK', 'SAHAR', 'BHAVANA', 'NAMDARI', 'KASHYAP', 'CHAMAR']",MF
NAYANAKBHIRYA,"['BHANDARI', 'NAYANAKBHIRYA']",MF
NAYANAKSHATHRIYYAN,"['NAVEDA', 'NAYANAKSHATHRIYYAN']",MF
NAYANKSHATRIYA,"['BARBA R', 'NAYANKSHATRIYA']",MF
NAYATA,"['NAYADA', 'NAYATA']",GOV
NAYI-BRAHMIN,"['BAJANTRI', 'NAYBRAHMANULU', 'NAYEE-BRAHMIN', 'BHAJANTRI', 'NAYI-BRAHMIN', 'MANGALA']",GOV
NAYINDA,"['NAVALIG', 'KSHAURIKA', 'MELAGARA', 'KSHOWRIK', 'LINGAYAT NAYINDA', 'KELASI', 'BAJANTHRI', 'MAHALE', 'BHANDARI', 'NADIGA', 'PARIYALA', 'NAYANAJA KSHATRIYA', 'CHOURIYA', 'HADAPADA', 'LINGAYAT BHANDARI', 'MANGALA', 'NAYANAJA KSHATRI', 'NAVALIGARA', 'SAVITHA', 'NAYINDA', 'LINGAYAT HADAPADA', 'NAVI', 'LINGAYAT BAJANTRI', 'VAJANTRI', 'BHAJANTHRI', 'BANDARI', 'NAPITHA', 'KSHOWRAD', 'HAJJAM', 'KSHOWRIKA', 'NHAVI', 'AMBATTAN', 'HAJAMA']",GOV
NAYNAKISHTHRAJA,"['HAJAMA', 'NAYNAKISHTHRAJA']",MF
NEELAKANTHI,['NEELAKANTHI'],GOV
NEELI,['NEELI'],GOV
NEELKANTI,['NEELKANTI'],GOV
NEKAR JADA,['NEKAR JADA'],GOV
NEMBANG,['NEMBANG'],GOV
NERIAN,['NERIAN'],GOV
NESE,"['NESE', 'NESSI', 'CHEEMALA', 'KURNI', 'PALLA', 'NAIKA', 'SAYED']",MF
NESSI,"['KURNI', 'NESSI']",JEEVANSATHI
NETHURA,['NETHURA'],GOV
NICOBARESE,['NICOBARESE'],GOV
NIHAR,"['RADHI', 'CHUDAKUTAKEUTA', 'NIHAR']",MF
NIKARI,['NIKARI'],GOV
NILGAR,"['NIRALI', 'NEELI', 'NILI', 'NILGAR', 'NIRHALI', 'GAMETIA', 'JATAV']",MF
NIRSHIKARI,['NIRSHIKARI'],GOV
NISHAD,"['KEVAD', 'BIND', 'NISHAD', 'MACHI']",MF
NIYARGAR,"['NIYARGAR-MULTANI', 'NIYARIA', 'NIYARGAR-MULTANI NIYARIA', 'NIYARGAR']",GOV
NIZAMA,['NIZAMA'],GOV
NOKKAR,"['NOKKAR', 'NOKKAN']",GOV
NOLIA,['NOLIA'],GOV
NONIA,"['NUNIYA', 'LUNIYA', 'NONIA', 'NUNIA', 'LONIA']",JEEVANSATHI
NOONGAR,['NOONGAR'],GOV
NUBER,"['KURAMO', 'NUBER']",MF
NUHURA,"['NUHURAJ', 'NUHURA']",GOV
NUNIYA,"['NONIA', 'BHOJPURIYA', 'NUNIYA', 'NUNIA']",MF
NUT,['NUT'],GOV
NYARIA,['NYARIA'],GOV
OD,['OD'],MF
ODAN,['ODAN'],JEEVANSATHI
ODAR,"['ODAR', 'ODDAR']",GOV
ODD,['ODD'],GOV
ODDE,"['ODDE', 'BOYAN', 'BOYA', 'VADDERA', 'WADDERA']",MF
ODEVAR,['ODEVAR'],GOV
ODIYA,['ODIYA'],GOV
OJULU,"['KAMASALIE', 'METTA', 'OJULU']",GOV
OMANATYA,['OMANATYA'],GOV
OMEYITA,['OMEYITA'],GOV
ONGES,['ONGES'],GOV
ORAON,"['ORIYAMUNDA', 'ORAON', 'DHANKA', 'ORAM', 'DHANGAD', 'ORAONMUNDA', 'BIRJIYA']",MF_JEEVANSATHI
OSTHAN,['OSTHAN'],GOV
OTARI,"['OTOKAR', 'OTARI', 'VATARI', 'VOTANKAR', 'OTKARI', 'OTANKAR', 'VATOKAR', 'VATKAR', 'VATKARI', 'VATOKAAR', 'OTKAR', 'OJHARI']",JEEVANSATHI
OTTAR,['OTTAR'],GOV
OVACHAR,['OVACHAR'],GOV
PADARIA,"['PADHAR', 'PAMARIA', 'PADARIA', 'PANDARA', 'PADHARIA']",GOV
PADIAR,['PADIAR'],GOV
PADMASALI,"['PADMASHALI-PATTUSHALI', 'PADMASALIAR', 'PATTU SALIAR', 'PADMASALI', 'SALIARS', 'SALIAR', 'SALIAN']",MF
PAGADAI,['PAGADAI'],GOV
PAGANI,"['GOLLA', 'PAGANI']",MF
PAGUI,"['PAGUI', 'GABIT']",GOV
PAHADI,"['PAHAD', 'PAHADI']",GOV
PAHIRA,['PAHIRA'],GOV
PAIDI,['PAIDI'],GOV
PAIGARAPU,['PAIGARAPU'],GOV
PAIKO,['PAIKO'],GOV
PAINDA,['PAINDA'],GOV
PAITE,['PAITE'],GOV
PAKHALI,['PAKHALI'],GOV
PAKHIWARA,['PAKHIWARA'],GOV
PAKY,"['PAKY', 'THOTI', 'MOTI']",GOV
PAL,"['GADERIA', 'PAL']",JEEVANSATHI
PAL PARDHI,['PAL PARDHI'],GOV
PALA-EKARI,"['PALAEIKRI', 'SHAIK', 'PALA-EKARI']",GOV
PALASI,['PALASI'],GOV
PALAYA,"['MANNON', 'PALAYA', 'HARIJAN', 'PATHIYAN']",MF
PALE,['PALE'],GOV
PALEGARA,"['NAJAK', 'PALEGARA']",MF
PALLAN,['PALLAN'],GOV
PALLE,"['PALLE', 'AGNI']",MF
PALLI,['PALLI'],GOV
PALLIYAN,"['PALLEYAN', 'PALLUVAN', 'PALIYA', 'PALIYAN', 'PALLIYAR', 'PALLIYAN']",GOV
PAMARIA,['PAMARIA'],GOV
PAMBADA,['PAMBADA'],GOV
PAMIDI,['PAMIDI'],GOV
PAMLOR,['PAMLOR'],GOV
PAMULA,"['PAMULU', 'PAMULA']",GOV
PAN,"['PAN', 'PANR', 'SAWASI']",GOV
PANA,"['PAN', 'PANA', 'PANO', 'BETRA', 'ORIYAPANA', 'BUNA PANA', 'DESUA PANA']",MF
PANABA,['PANABA'],GOV
PANAN,"['PAANAN', 'PANAN', 'PANAR']",JEEVANSATHI
PANASA,"['PANASA', 'PANSA']",GOV
PANCHAL,"['PANCAL', 'PANCHAL', 'SUTAR', 'PANCHAMSALI', 'CHATURTH']",MF_JEEVANSATHI
PANCHAMA,"['PARIAH', 'PANCHAMA']",GOV
PANDARA,"['KONGU VELLALA', 'PENDARA', 'ANDI', 'PANDAR', 'PENDARI', 'PANDARAM', 'PANDARA', 'PINDARI']",GOV
PANDI,['PANDI'],GOV
PANDITHAR,"['NAVIDAR', 'BARBAR', 'MARUTHAVARI', 'PANDITHAR']",MF
PANDYA,['PANDYA'],MF
PANGAL,['PANGAL'],GOV
PANGARAM,['PANGARAM'],MF
PANGUL,['PANGUL'],GOV
PANGWALA,['PANGWALA'],GOV
PANICKAR,['PANICKAR'],MF
PANIKA,"['PANKA', 'PANIKA']",GOV
PANIYAN,"['PANNIYAR', 'PANIYA', 'PANIYAN']",MF
PANJIRA,['PANJIRA'],GOV
PANKA,['PANKA'],GOV
PANKI,"['PAINAK', 'PANKI']",GOV
PANNAYAR,['PANNAYAR'],GOV
PANNEKARA-KONKANI,['PANNEKARA-KONKANI'],GOV
PANNIANDI,['PANNIANDI'],GOV
PANTANTI,['PANTANTI'],GOV
PAO,['PAO'],GOV
PAP,['PAP'],GOV
PARA VANNAN,['PARA VANNAN'],MF
PARADHI,['PARADHI'],GOV
PARAIYAN,"['PARAIYAN', 'PARAYAR', 'PARAIYA', 'PARAYAN', 'SAMBAVAR', 'SAMBAVA', 'SAMBAVAN', 'PARAYA']",GOV
PARAMANIK,"['NAPIT', 'PARAMANIK']",MF
PARAVAN,"['HARIJAN', 'PARAVAR', 'PARAVAN']",MF
PARAYAN,"['BARBAR', 'PARAYAN', 'SAMBAVAR']",MF
PARDESI,"['PARDESI', 'CHATRI']",MF
PARDHAN,"['PATHARI', 'PARDHAN', 'PATHARI SAROTI', 'SAROTI']",GOV
PARDHI,"['ADVICHINCHER', 'CHITA PARDHI', 'TAKANKAR', 'SHIKARI', 'DHRUV', 'TAKIA', 'PALI', 'BAHELLIA', 'PHANSE PARDHI', 'PARDHI', 'BAHELIA', 'KATGHORA', 'TAKONKAR', 'PHANS PARDHI', 'PARDI', 'LANGOLI PARDHI']",MF
PAREET,['PAREET'],GOV
PARENGA,['PARENGA'],GOV
PARHAIYA,['PARHAIYA'],GOV
PARIKI MUGGULA,['PARIKI MUGGULA'],GOV
PARIT,['PARIT'],MF
